,folioviv,foliohog,tot_integ,edad_jefe,jefe_es_hombre,alimentos,gasto_mon,transporte,ing_cor,jefe_termino_sec,tiene_auto,tasa_ahorro
38297,1360793219,1,5,40,1,15235.53,43935.36,12852.91,76961.76,1,1,0.429
38309,1360793902,1,7,69,1,14374.17,46816.04,4151.6,102474.34,1,1,0.543
38336,1360864202,1,8,53,1,10928.44,42799.76,4383.86,61954.78,1,1,0.309
38338,1360864204,1,3,42,1,6595.61,16010.41,7280.38,11260.35,1,1,-0.422
38354,1360864707,1,5,46,1,10427.01,26351.1,9077.14,51223.27,1,1,0.486
38358,1360864711,1,6,42,1,9321.33,26168.52,2235.24,41864.38,1,1,0.375
38359,1360864712,1,5,53,1,12734.86,36497.29,14338.52,33909.82,1,1,-0.076
38364,1360949020,2,3,22,1,6422.02,15973.29,4582.66,20667.13,1,1,0.227
38365,1360949021,1,4,35,0,12355.56,22188.44,1159.21,23285.61,1,1,0.047
38366,1360949022,1,3,36,0,12406.92,24200.96,2633.61,28375.22,1,1,0.147
38370,1360949315,1,3,43,1,7630.59,15255.05,5431.79,40948.1,1,1,0.627
38371,1360949317,1,2,60,1,8125.6,13329.56,1999.07,17155.89,1,1,0.223
38373,1360949404,1,3,53,1,6672.79,32432.67,7554.69,28353.78,1,1,-0.144
38374,1360949405,1,4,36,1,8228.42,18023.33,3919.35,22666.43,1,1,0.205
38375,1360949906,1,4,33,1,2989.23,12290.44,2923.94,14298.45,1,1,0.14
38378,1360949910,1,4,29,0,5155.6,9378.66,1094.92,14333.08,1,1,0.346
38381,1361001203,1,5,46,1,8884.11,21413.08,7054.81,20161.45,1,1,-0.062
38384,1361001206,1,4,50,1,7251.31,16189.89,2460.95,24565.74,1,1,0.341
38391,1361001619,1,9,53,1,7071.39,21792.57,2657.14,47844.07,1,1,0.545
38393,1361001621,1,5,54,0,7566.29,15095.87,3941.8,31236.52,1,1,0.517
38398,1361001708,1,2,72,0,5972.02,24421.68,9376.62,28389.8,1,1,0.14
38431,1361080201,1,5,50,1,11314.1,19873.58,1276.45,25084.01,1,1,0.208
38433,1361080203,1,9,55,1,26774.58,55342.28,14368.55,36286.64,1,1,-0.525
38478,1361152805,1,2,53,1,4075.63,6911.13,767.14,8379.89,1,1,0.175
38482,1361152915,1,8,68,1,22621.86,76782.35,15822.86,169457.19,1,1,0.547
38483,1361152916,1,4,51,1,10311.23,79051.5,52468.33,95873.84,1,1,0.175
38488,1361210005,1,4,30,1,27874.02,48688.25,2380.64,53382.25,1,1,0.088
38495,1361210517,1,3,47,1,6852.81,15807.28,5225.79,18001.56,1,1,0.122
38501,1361210713,1,4,50,1,14425.53,25912.91,6734.26,35041.21,1,1,0.261
38503,1361210715,1,4,62,1,17794.1,35974.23,5042.9,100789.13,1,1,0.643
38504,1361260003,1,4,40,1,12670.61,29363.5,8008.06,42432.49,1,1,0.308
38505,1361260007,1,4,37,0,19349.72,39114.63,6870.75,45291.01,1,1,0.136
38506,1361260011,1,6,60,1,9604.14,28089.61,6661.62,63439.93,1,1,0.557
38507,1361260015,1,5,72,1,14438.38,21967.69,2932.25,49970.97,0,1,0.56
38508,1361260019,1,4,37,1,13564.14,26867.53,3803.22,65346.47,1,1,0.589
38510,1361260208,1,3,42,1,9501.39,15080.2,2596.3,25360.74,1,1,0.405
38515,1361260302,1,4,29,1,8665.59,14987.28,3617.41,20789.61,1,1,0.279
38518,1361260318,1,4,42,1,19169.8,63047.77,5585.93,48344.99,1,1,-0.304
38520,1361260905,1,4,38,1,24904.0,57901.87,10556.1,98398.76,1,1,0.412
38521,1361260909,1,3,33,1,13287.67,30629.64,2177.41,45907.25,1,1,0.333
38522,1361260913,1,6,45,1,3407.09,14857.77,7631.03,42666.9,1,1,0.652
38532,1361343605,1,4,40,0,6479.87,12997.91,2340.0,20459.01,1,1,0.365
38543,1361364007,1,3,61,1,6852.73,12795.09,4064.51,8855.91,1,1,-0.445
38554,1361364302,1,5,38,1,8061.25,23267.92,2842.25,41018.59,1,1,0.433
38561,1361364719,1,3,50,1,6119.89,31745.98,20598.81,42713.78,1,1,0.257
38604,1361461011,1,7,52,1,14592.69,36388.97,6154.48,50823.77,1,1,0.284
38607,1361461216,1,4,48,1,9816.33,26634.15,943.06,26564.25,1,1,-0.003
38610,1361461218,1,3,56,1,5952.73,12105.6,1741.93,11956.16,1,1,-0.012
38613,1361461306,1,4,45,1,7707.7,14170.08,3102.03,24515.67,1,1,0.422
38614,1361461307,1,3,73,1,4461.31,7091.78,696.76,21965.34,1,1,0.677
38616,1361461309,1,1,47,0,1761.36,5028.02,0.0,14023.83,1,1,0.641
38617,1361461310,1,5,37,1,10182.7,19342.82,4892.87,40363.56,1,1,0.521
38618,1361461901,1,4,62,1,7604.89,20408.94,5168.05,55264.26,1,1,0.631
38620,1361461903,1,7,85,1,8877.71,39646.11,4093.54,43073.66,1,1,0.08
38622,1361477507,1,4,53,1,8003.41,17757.2,4835.93,29045.31,1,1,0.389
38630,1361477617,1,6,32,1,6145.62,18365.25,5537.7,37076.41,1,1,0.505
38638,1361477820,1,3,61,1,20558.42,44300.52,4303.27,57737.67,1,1,0.233
38640,1361477824,1,4,60,1,9321.32,24690.09,5614.26,36836.06,1,1,0.33
38654,1361505403,1,6,72,1,5264.9,26025.56,16695.41,38926.54,1,1,0.331
38661,1361505910,1,3,62,1,7289.89,15342.57,5671.12,14452.55,1,1,-0.062
38662,1361505911,1,3,62,0,5078.5,16394.1,6387.09,37110.78,1,1,0.558
38664,1361532420,1,3,63,1,0.0,26711.01,6126.74,99964.99,1,1,0.733
38666,1361532422,1,4,72,1,3985.6,9398.64,3193.54,44410.99,1,1,0.788
38670,1361532504,1,4,60,1,4120.63,10336.83,3133.26,26625.96,1,1,0.612
38671,1361532505,1,2,23,1,22242.72,70005.03,9329.03,127271.72,1,1,0.45
38672,1361532506,1,2,92,0,6158.46,13223.49,2903.22,30005.81,0,1,0.559
38673,1361532608,1,4,68,1,11230.48,18915.14,510.0,28104.08,1,1,0.327
38678,1361532813,1,6,26,1,5296.99,8631.03,750.0,29891.58,1,1,0.711
38685,1361556217,1,4,37,1,8472.8,25791.81,7741.09,21719.94,1,1,-0.187
38693,1361556608,1,3,29,1,6698.48,14867.22,2386.5,24509.66,1,1,0.393
38700,1361556714,1,2,65,1,11269.06,20488.78,0.0,32668.58,1,1,0.373
38703,1400060401,1,2,69,0,3484.18,7444.16,2700.0,28820.49,1,1,0.742
38704,1400060402,1,2,60,0,19606.95,33708.26,5709.67,53653.76,1,1,0.372
38705,1400060403,1,3,67,1,9453.71,25999.53,7133.54,99722.62,1,1,0.739
38706,1400060404,1,4,48,0,9446.01,21192.68,4317.0,66225.43,1,1,0.68
38707,1400060406,1,2,29,1,8909.92,51740.28,2730.01,73100.52,1,1,0.292
38708,1400098901,1,5,77,1,9861.25,30475.22,9482.46,60232.43,1,1,0.494
38711,1400098905,1,2,42,0,30458.41,52152.34,8872.39,55274.99,1,1,0.056
38714,1400122302,1,1,78,1,2834.89,4846.31,580.64,17562.68,1,1,0.724
38717,1400122305,1,2,31,1,12124.05,30884.76,900.0,40010.86,1,1,0.228
38719,1400174901,1,2,30,1,6267.76,82547.03,6900.0,173641.28,1,1,0.525
38720,1400174902,1,2,90,0,7148.52,61099.21,11169.67,128751.73,1,1,0.525
38721,1400174903,1,2,54,0,11717.8,48246.64,13474.99,90229.88,1,1,0.465
38723,1400177303,1,2,80,1,12484.19,37809.08,8080.04,151942.6,1,1,0.751
38724,1400177305,1,5,67,1,16964.84,52858.97,16797.87,154724.54,1,1,0.658
38725,1400177306,1,2,42,0,31808.41,88625.57,8562.72,166492.94,1,1,0.468
38726,1400191001,1,1,66,0,7412.02,45937.58,7173.57,80067.53,1,1,0.426
38727,1400191003,1,4,69,1,15338.48,45267.43,1363.24,88476.21,1,1,0.488
38729,1400191005,1,4,56,1,20989.13,76098.03,22090.21,170717.42,1,1,0.554
38734,1400195204,1,5,38,1,15981.22,37407.34,4884.86,42413.7,1,1,0.118
38735,1400195205,1,4,34,1,13130.72,38408.9,9930.11,42492.81,1,1,0.096
38736,1400195206,1,5,79,0,7232.08,31433.76,6053.07,110146.97,1,1,0.715
38737,1400207702,1,3,44,0,8665.59,42359.91,6645.29,45221.29,1,1,0.063
38738,1400207704,1,3,66,1,19137.6,48445.04,7670.16,161249.99,1,1,0.7
38744,1400264504,1,2,45,1,12773.41,27368.65,4218.38,41065.64,1,1,0.334
38745,1400264505,1,4,50,1,15801.28,42052.43,6655.26,113345.69,1,1,0.629
38748,1400289603,1,4,28,0,13281.28,45879.79,11301.63,50114.73,1,1,0.085
38752,1400385801,1,5,46,1,16855.53,40101.7,9597.0,45162.28,1,1,0.112
38755,1400385804,1,8,56,0,40512.65,70874.05,11871.4,86017.33,1,1,0.176
38757,1400385806,1,2,76,1,7322.02,25016.52,8550.0,57718.03,1,1,0.567
38759,1400412003,1,5,83,1,27269.63,65081.44,10258.11,76242.79,0,1,0.146
38762,1400412006,1,4,81,1,13673.33,23606.84,4902.29,36492.26,1,1,0.353
38767,1400507901,1,2,74,1,43894.09,104461.68,9640.07,126154.6,1,1,0.172
38769,1400507903,1,1,61,0,28812.66,57144.48,4960.54,76346.93,1,1,0.252
38770,1400507905,1,2,83,1,59181.2,100351.66,10720.83,104724.39,1,1,0.042
38771,1400507906,1,1,56,0,21593.32,53842.2,4872.58,61636.67,1,1,0.126
38772,1400513301,1,4,55,1,29545.48,75028.01,17631.85,148310.61,1,1,0.494
38775,1400513304,1,3,50,1,552.85,29008.26,9618.01,64603.7,1,1,0.551
38776,1400513305,1,3,67,1,23232.18,39009.56,6605.51,58537.85,1,1,0.334
38780,1400563004,1,2,57,1,8504.82,13890.23,3171.87,28397.16,1,1,0.511
38783,1400574201,1,5,62,1,8884.15,30634.76,6863.17,80365.64,1,1,0.619
38784,1400574202,1,4,26,1,9372.77,38117.03,5003.22,61592.96,1,1,0.381
38787,1400574205,1,2,79,1,8125.55,14781.02,1457.32,27722.87,1,1,0.467
38789,1400586701,1,4,59,1,24608.28,41585.44,11400.0,51590.13,1,1,0.194
38792,1400586704,1,5,53,0,23046.05,41116.22,7200.0,54597.17,1,1,0.247
38794,1400586706,1,5,52,1,29487.44,64911.62,16500.0,74803.24,1,1,0.132
38797,1400791504,1,4,57,1,17794.06,59704.09,17611.36,168361.8,1,1,0.645
38800,1400839201,1,3,50,0,18526.94,47963.74,7054.83,119897.6,1,1,0.6
38801,1400839206,1,5,40,1,5239.19,32701.98,5303.22,34615.38,1,1,0.055
38812,1400923502,1,3,38,1,10529.86,54552.26,10219.34,84456.7,1,1,0.354
38816,1400957802,1,3,61,0,15486.1,24930.84,4638.42,38483.58,1,1,0.352
38818,1400957804,1,5,54,1,19529.67,38778.73,9582.84,53655.71,1,1,0.277
38820,1400957806,1,2,78,1,8806.91,18509.07,6540.0,32012.91,1,1,0.422
38823,1400977404,1,2,70,1,11699.89,61434.58,11241.24,105162.56,1,1,0.416
38826,1400992901,1,3,60,0,7379.91,15955.97,4272.57,66450.71,1,1,0.76
38827,1400992903,1,1,79,0,3093.39,10599.02,3111.28,54954.76,1,1,0.807
38828,1400992904,1,2,29,1,17473.42,115380.25,11532.31,366918.45,1,1,0.686
38829,1400992906,1,3,60,0,6299.9,29494.76,14397.26,100736.86,1,1,0.707
38830,1400995601,1,3,42,1,13628.44,39191.78,7475.16,43278.66,1,1,0.094
38831,1400995602,1,3,70,1,11674.17,50128.04,17495.65,124398.09,1,1,0.597
38832,1400995603,1,5,86,1,19362.73,65954.01,19489.91,173606.52,1,1,0.62
38833,1400995604,1,4,45,1,17498.44,57434.32,13588.52,100726.22,1,1,0.43
38834,1400995605,1,2,71,1,12882.76,23082.81,4200.0,57365.33,1,1,0.598
38835,1400995606,1,5,43,1,21676.95,66395.78,17340.24,96221.3,1,1,0.31
38837,1401014302,1,1,42,1,10067.0,32317.98,7336.39,36160.14,1,1,0.106
38839,1401014305,1,5,40,1,24100.61,142092.69,6653.14,174768.07,1,1,0.187
38840,1401014306,1,10,77,0,40756.9,109650.59,29008.41,266803.24,1,1,0.589
38843,1401070804,1,4,74,0,19131.09,38500.03,8025.86,65950.78,1,1,0.416
38844,1401070805,1,1,47,1,9886.93,27110.91,6000.0,15516.39,1,1,-0.747
38846,1401090002,1,3,34,1,5644.18,33900.68,3993.99,34239.11,1,1,0.01
38847,1401090005,1,7,55,1,10291.96,26567.45,8430.4,85889.51,1,1,0.691
38849,1401091201,1,4,35,1,20686.8,38768.64,7001.61,67456.9,1,1,0.425
38862,1401170504,1,2,30,1,10606.9,17780.25,3163.8,21931.97,1,1,0.189
38863,1401170505,1,4,54,0,14508.98,38886.2,11929.6,65579.73,1,1,0.407
38864,1401170506,1,4,83,0,14875.57,32442.4,12898.06,51763.17,1,1,0.373
38865,1401356601,1,2,66,0,16707.71,50675.84,25929.34,56706.46,1,1,0.106
38868,1401374403,1,1,27,0,7309.18,46106.88,7645.35,51353.08,1,1,0.102
38870,1401394803,1,3,55,1,23515.54,50594.36,7842.86,53557.35,1,1,0.055
38873,1401394806,1,4,72,1,45366.15,67107.87,8057.14,84176.46,1,1,0.203
38879,1401542906,1,2,63,0,12257.45,24765.87,6097.6,79254.9,1,1,0.688
38883,1401617903,1,3,57,0,11982.76,26457.78,5494.83,186534.73,1,1,0.858
38889,1401639304,1,6,68,1,26697.52,55644.75,7456.1,85569.41,1,1,0.35
38890,1401639305,1,3,57,1,16045.49,39032.17,7769.16,158361.81,1,1,0.754
38891,1401639306,1,5,52,1,18964.01,50936.35,8947.0,129243.26,1,1,0.606
38892,1401730301,1,2,82,1,7251.18,11355.14,2183.12,24654.56,1,1,0.539
38896,1401737002,1,6,52,1,28362.73,86161.86,49403.22,137315.43,1,1,0.373
38897,1401737003,1,6,61,1,25662.68,53535.85,18670.19,78103.06,1,1,0.315
38898,1401737004,1,1,29,1,16045.51,92162.36,17641.93,243902.51,1,1,0.622
38900,1401737006,1,1,59,0,3149.93,3149.93,0.0,37575.81,1,1,0.916
38902,1401836201,2,6,46,1,30374.85,53878.81,8870.83,72519.2,1,1,0.257
38906,1401866701,1,5,71,1,17266.97,65244.93,7585.7,71311.45,1,1,0.085
38907,1401866702,1,4,49,0,6158.51,53935.23,14975.4,117772.3,1,1,0.542
38908,1401866704,1,2,26,1,22810.69,44297.07,5407.86,60142.56,1,1,0.263
38909,1401866706,1,3,58,1,17472.74,56455.48,16500.0,105883.6,1,1,0.467
38911,1401943503,1,2,63,1,6762.77,20638.06,2991.6,61429.66,1,1,0.664
38913,1401943506,1,4,39,1,8961.28,42089.98,7587.09,60407.59,1,1,0.303
38922,1402167803,1,4,32,0,11867.06,65931.76,12346.49,85108.55,1,1,0.225
38925,1402181401,1,4,67,0,18192.47,55992.44,12596.99,89011.03,1,1,0.371
38926,1402181402,1,4,63,1,12233.28,22923.53,2932.25,157233.3,1,1,0.854
38930,1402189902,1,4,24,1,23393.34,50823.28,5825.8,13551.7,1,1,-2.75
38931,1402189903,1,4,61,1,16887.64,29584.46,4963.54,36679.23,1,1,0.193
38934,1402189906,1,5,65,1,14348.34,30898.14,5579.43,47709.12,1,1,0.352
38935,1402307301,1,7,57,0,6793.58,24524.46,6763.5,42866.74,1,1,0.428
38936,1402307302,1,2,35,1,20474.79,50419.68,7935.88,45201.99,1,1,-0.115
38944,1402336005,1,4,77,1,12233.4,34812.39,6824.51,75565.61,1,1,0.539
38945,1402386202,1,4,48,1,19947.58,63465.19,10031.98,101868.08,1,1,0.377
38946,1402386203,1,3,48,1,28497.66,74496.25,14921.7,106797.19,1,1,0.302
38948,1402386205,1,4,74,1,38854.05,75236.68,13580.14,217566.39,1,1,0.654
38949,1402406701,1,2,75,1,8266.99,16354.72,3600.0,25918.01,1,1,0.369
38951,1402406704,1,4,29,1,22114.13,66086.04,19157.15,37270.0,1,1,-0.773
38953,1402406706,1,4,63,1,18436.89,33140.87,4371.4,84253.73,1,1,0.607
38956,1402441503,1,1,69,0,15965.84,32958.47,5649.66,55700.88,1,1,0.408
38957,1402441504,1,4,53,1,13461.26,56925.07,35626.91,66380.54,1,1,0.142
38958,1402441505,1,6,38,1,12297.51,52931.77,13449.52,54996.39,1,1,0.038
38959,1402464601,1,3,69,1,8022.76,23301.28,4701.4,67136.06,1,1,0.653
38960,1402464602,1,13,54,1,76596.15,226413.07,18900.0,314534.84,1,1,0.28
38961,1402464603,1,4,39,1,6242.1,33366.4,12300.0,104508.19,1,1,0.681
38962,1402528801,1,6,62,1,21269.62,72503.44,17344.28,100197.84,1,1,0.276
38963,1402528803,1,1,34,0,11429.92,27420.12,9953.06,39418.02,1,1,0.304
38965,1402528806,1,2,42,1,9526.99,65304.24,50746.72,43227.73,1,1,-0.511
38969,1402535403,1,4,32,1,10594.2,43128.67,11791.58,73554.72,1,1,0.414
38970,1402535404,1,2,30,1,13255.63,61312.76,21619.35,129130.4,1,1,0.525
38971,1402535405,1,3,52,1,15499.2,43587.68,9920.73,55487.88,1,1,0.214
38977,1402610303,1,8,72,1,21940.54,40902.77,12033.74,79046.61,1,1,0.483
38978,1402610304,1,2,90,1,17041.98,26468.72,5798.51,16273.83,0,1,-0.626
38981,1402727001,1,3,61,1,23361.18,37002.65,8335.11,85087.37,1,1,0.565
38983,1402727003,1,2,27,1,13127.02,38931.7,6863.55,40747.31,1,1,0.045
38985,1402727005,1,2,25,1,10234.2,32473.96,3387.09,105526.31,1,1,0.692
38986,1402727006,1,5,29,1,16000.56,44669.19,6347.64,89251.59,1,1,0.5
38989,1402756206,1,4,44,1,10992.71,24720.79,6975.47,39777.99,1,1,0.379
38993,1402773705,1,3,55,0,9019.13,36788.9,13294.47,68195.64,1,1,0.461
39000,1402808601,1,9,51,1,14117.01,56739.56,19221.4,71950.77,1,1,0.211
39001,1402808602,1,4,41,0,11404.14,30655.62,2400.0,16731.14,1,1,-0.832
39002,1402808603,1,4,40,1,9706.97,24868.13,3600.0,54172.11,1,1,0.541
39004,1402808605,1,3,49,1,10298.43,43891.33,10800.0,57196.72,1,1,0.233
39011,1402904806,1,6,57,1,12689.85,25421.18,6047.14,29090.16,1,1,0.126
39018,1403008903,1,4,34,1,19114.86,36384.66,7887.68,55246.47,1,1,0.341
39019,1403008904,1,5,66,1,12342.7,36125.34,5287.13,109727.37,1,1,0.671
39020,1403008905,1,3,67,1,14386.97,32940.19,3499.64,131288.89,1,1,0.749
39024,1403082304,1,4,80,1,14027.02,46027.83,8425.98,141721.55,1,1,0.675
39025,1403082305,1,6,41,1,15833.35,31187.24,1780.64,43942.83,1,1,0.29
39027,1403158001,1,3,77,1,3664.2,18336.56,7466.12,53585.55,0,1,0.658
39029,1403158004,1,2,76,1,19337.08,60441.71,12912.82,119129.88,1,1,0.493
39030,1403158005,1,2,29,1,24479.95,79216.14,11886.67,111702.85,1,1,0.291
39031,1403158006,1,2,81,1,14721.24,24681.84,7306.45,49861.28,1,1,0.505
39034,1403170203,1,4,34,0,14309.78,35953.46,11938.22,71245.29,1,1,0.495
39038,1403289701,1,5,33,1,14129.75,43063.04,2197.25,53409.82,1,1,0.194
39043,1403315501,1,3,82,0,18713.42,54542.74,8617.51,90168.17,1,1,0.395
39045,1403315504,1,4,63,1,34842.67,65030.24,12515.23,98244.19,1,1,0.338
39052,1403323605,1,7,50,1,21998.34,56261.73,18150.0,77470.87,1,1,0.274
39055,1403354002,1,4,59,1,25881.24,50553.68,11618.6,102503.55,1,1,0.507
39057,1403354004,1,3,37,1,36591.34,66695.58,18298.46,85799.78,1,1,0.223
39058,1403354006,1,4,27,1,13306.98,31777.63,5975.79,32282.6,1,1,0.016
39059,1403379802,1,6,74,0,19259.78,33309.47,4382.47,33029.88,1,1,-0.008
39064,1403401401,1,4,54,1,28304.75,38360.6,2280.0,71681.25,1,1,0.465
39068,1403401405,1,10,55,0,23528.24,39634.19,7029.22,42525.92,1,1,0.068
39069,1403401406,1,3,60,1,16354.09,27842.44,4122.57,35176.21,1,1,0.208
39072,1403474904,1,4,73,1,17704.12,41015.56,10046.51,81140.38,1,1,0.495
39078,1403530306,1,2,29,0,8547.18,91773.25,29306.14,51358.68,1,1,-0.787
39089,1403593204,1,2,74,1,9012.63,27298.23,6571.88,65761.24,1,1,0.585
39092,1403602201,1,7,61,0,30541.82,44376.5,6154.83,54383.77,1,1,0.184
39094,1403602203,1,4,34,1,24454.19,55260.4,5568.19,49326.9,1,1,-0.12
39096,1403602205,1,5,40,0,13332.74,22675.43,4964.51,38429.43,1,1,0.41
39097,1403602206,1,4,54,1,11416.98,33117.0,9525.7,84771.77,1,1,0.609
39098,1403606701,1,4,39,1,22654.1,47406.1,11520.0,48073.76,1,1,0.014
39104,1403742501,1,3,57,0,11301.31,49666.24,14028.61,101368.3,1,1,0.51
39105,1403742502,1,3,35,1,16347.62,44592.3,4645.15,47103.24,1,1,0.053
39106,1403742504,1,4,42,1,18809.84,42759.03,10398.42,95872.68,1,1,0.554
39108,1403742506,1,4,53,1,14541.28,50265.64,12762.35,59334.66,1,1,0.153
39110,1403783605,1,2,30,1,18308.48,80249.54,16380.0,213934.39,1,1,0.625
39112,1403841902,1,1,42,1,11558.48,35447.84,8533.45,35095.09,1,1,-0.01
39113,1403841905,1,1,74,1,9912.75,50963.18,12923.62,88406.11,1,1,0.424
39114,1403858301,1,1,66,1,17067.71,86396.1,14720.1,145271.73,1,1,0.405
39115,1403858302,1,2,80,0,8408.49,25390.56,8177.41,67818.36,1,1,0.626
39123,1403944205,1,3,75,1,9977.0,24514.09,7403.22,49283.82,1,1,0.503
39127,1404017004,1,7,50,1,22744.1,50362.41,11845.28,84532.23,1,1,0.404
39129,1404034201,1,4,55,1,9557.77,27429.08,4069.74,27323.32,1,1,-0.004
39133,1404034205,1,3,49,1,35659.0,151102.63,94512.07,95463.61,1,1,-0.583
39135,1404038701,1,3,37,1,20969.9,37381.98,5850.0,57250.81,1,1,0.347
39138,1404038704,1,3,55,1,16996.99,27655.49,4920.0,31008.18,1,1,0.108
39140,1404038706,1,1,55,1,7019.92,54706.61,8550.0,91243.54,1,1,0.4
39144,1404086504,1,2,45,0,14489.86,51092.56,8002.0,55104.0,1,1,0.073
39145,1404086505,1,4,37,1,6401.47,65122.85,8328.66,81637.29,1,1,0.202
39153,1404170801,1,4,43,1,12085.52,30833.72,600.0,14852.45,1,1,-1.076
39164,1404191701,1,2,59,0,14393.42,25381.12,3985.7,27491.79,1,1,0.077
39165,1404191702,1,4,32,1,19259.77,49175.75,5400.0,58180.3,1,1,0.155
39166,1404191703,1,2,42,1,11513.41,27893.55,5057.14,17459.0,1,1,-0.598
39167,1404191704,1,1,36,1,13364.91,30766.65,4445.9,38852.45,1,1,0.208
39168,1404191705,1,3,38,1,12066.22,20379.22,4950.0,15909.82,1,1,-0.281
39170,1404245901,1,2,69,1,6042.8,19286.67,5490.53,37278.49,1,1,0.483
39174,1404245905,1,5,43,1,7829.93,24421.95,5265.48,40325.29,1,1,0.394
39175,1404245906,1,4,52,1,11609.92,34574.57,12333.4,56889.0,1,1,0.392
39176,1404305301,1,4,36,1,8768.48,30214.38,6096.76,36684.76,1,1,0.176
39184,1404364003,1,4,33,1,14155.56,58607.39,8767.73,45915.12,1,1,-0.276
39188,1404589801,1,5,42,1,24454.14,51327.95,10190.16,112196.45,1,1,0.543
39189,1404589802,1,5,41,0,28696.92,142000.78,50068.03,275137.26,1,1,0.484
39190,1404589803,1,4,32,0,4795.63,102987.72,9900.0,76057.34,1,1,-0.354
39192,1404589805,1,4,64,1,21394.08,42144.46,4561.28,85991.77,1,1,0.51
39193,1404589806,1,3,48,0,8852.01,33658.31,17611.47,79021.55,1,1,0.574
39194,1404649401,1,5,53,1,13673.32,45720.07,9207.09,64480.52,1,1,0.291
39205,1404675301,1,5,58,1,19292.02,37254.24,7895.93,60573.27,1,1,0.385
39207,1404675303,1,5,43,1,24287.02,40024.05,12335.43,88394.73,1,1,0.547
39208,1404675304,1,3,43,1,19979.87,35426.05,5212.36,30081.51,1,1,-0.178
39211,1404680001,1,5,38,0,19324.11,48866.03,8541.0,25814.5,1,1,-0.893
39212,1404680002,1,4,38,0,16141.94,45628.2,7777.78,76667.66,1,1,0.405
39214,1404680004,1,2,37,1,19285.48,54604.09,5663.15,24456.52,1,1,-1.233
39219,1404743201,1,5,41,1,12535.5,24540.37,4027.08,28009.64,1,1,0.124
39225,1404744703,1,4,46,1,6981.23,25958.86,5971.18,37964.61,1,1,0.316
39234,1404781506,1,4,30,1,15166.86,20107.27,257.14,32547.58,1,1,0.382
39238,1404784604,1,4,52,1,9347.04,37283.32,6652.71,100283.59,1,1,0.628
39240,1404784606,1,6,61,1,25341.23,51804.16,14803.66,98999.93,1,1,0.477
39242,1404787802,1,4,68,1,12966.25,58684.11,13199.96,71532.75,1,1,0.18
39244,1404787805,1,4,38,1,14791.99,49459.48,10200.0,90344.24,1,1,0.453
39245,1404787806,1,3,42,1,22443.3,67889.05,8342.4,105319.63,1,1,0.355
39252,1404847902,1,2,40,0,14296.93,45959.27,8947.74,72580.62,1,1,0.367
39253,1404847904,1,5,50,0,14811.3,43727.09,11276.93,100244.4,1,1,0.564
39254,1404847905,1,3,49,1,16186.94,36286.44,8151.77,50016.69,1,1,0.275
39256,1404867703,1,4,56,1,21034.12,57713.27,11558.56,126065.69,1,1,0.542
39261,1404940306,1,12,59,1,29815.45,75817.83,15729.61,173946.51,1,1,0.564
39269,1405006202,1,3,54,1,22602.5,79413.75,30640.83,73707.46,1,1,-0.077
39277,1405015706,1,4,68,1,10382.01,48551.88,10050.0,93504.01,1,1,0.481
39280,1405090503,1,4,69,1,10166.58,21570.37,6156.19,66947.74,1,1,0.678
39285,1405101602,1,8,80,0,14939.86,46600.08,17429.95,67954.9,0,1,0.314
39291,1405133502,1,3,59,1,16611.2,45835.05,12107.38,48200.95,1,1,0.049
39292,1405133503,1,5,48,1,30676.89,92779.11,17253.02,159819.4,1,1,0.419
39293,1405133504,1,4,42,1,11314.15,54371.13,9116.12,75344.97,1,1,0.278
39294,1405133505,1,6,42,1,12214.12,40003.88,13321.65,43342.29,1,1,0.077
39295,1405133506,1,2,68,0,9758.39,16845.93,5076.48,27860.22,1,1,0.395
39296,1405244802,1,3,65,1,8601.22,27886.57,4214.09,46844.25,1,1,0.405
39299,1405244805,1,3,54,1,6692.09,16224.97,5116.28,64219.65,1,1,0.747
39304,1405275405,1,6,34,1,10851.29,42734.19,5730.71,53879.27,1,1,0.207
39305,1405275406,1,4,64,1,18571.98,37534.75,7124.0,66599.15,1,1,0.436
39306,1405398601,1,3,49,0,16367.0,47306.01,13861.28,48196.7,1,1,0.018
39308,1405398603,1,3,37,0,16746.18,47817.68,15867.0,50875.89,1,1,0.06
39312,1405455903,1,3,46,1,23476.96,67915.47,14912.9,136333.25,1,1,0.502
39313,1405455904,1,4,42,1,14618.41,71457.67,9973.45,119063.8,1,1,0.4
39314,1405455905,1,4,56,1,24364.01,154575.48,15139.78,212959.47,1,1,0.274
39315,1405455906,1,1,65,1,19272.66,50011.23,7554.09,66294.52,1,1,0.246
39317,1405462302,1,3,33,1,14245.57,67288.51,8309.5,79116.82,1,1,0.15
39321,1405470001,1,4,30,1,16688.45,43831.41,11467.26,53644.95,1,1,0.183
39326,1405493201,1,5,36,1,11108.42,25605.34,2215.68,41674.42,1,1,0.386
39330,1405493205,1,2,36,1,7424.91,35682.23,9358.06,80321.23,1,1,0.556
39332,1405501702,1,2,60,1,7482.72,52118.63,18996.04,90413.98,1,1,0.424
39334,1405501704,1,3,36,1,11995.53,32528.64,6548.84,55288.1,1,1,0.412
39337,1405524501,1,4,62,0,34032.7,50451.76,6951.14,95246.61,1,1,0.47
